context_date,target_public_rate,comp_set_median_rate,market_median_rate,proper_vs_comp_set_index,public_rate_pressure_index,high_demand_rate_flag,upgrade_opportunity_cost_proxy,refund_cost_pressure,quote_count,target_property_quote_count,comp_set_quote_count,limited_availability_share,free_cancellation_share,target_rating,comp_set_median_rating,target_hotel_class,comp_set_median_hotel_class,target_amenity_count,comp_set_median_amenity_count,rate_context_confidence,pricing_capture_method,pricing_provenance,pricing_context_note
2026-12-01,705,760,745,0.928,0.336,false,109,1.001,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-02,665,635,650,1.047,0.178,false,79,0.946,6,1,5,0.0,0.333,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-03,675,680,678,0.993,0.217,false,86,0.951,6,1,5,0.0,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-04,815,740,752,1.101,0.771,true,203,1.209,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-05,620,645,632,0.961,0,false,50,0.86,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-06,805,800,802,1.006,0.731,true,194,1.169,6,1,5,0.167,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-07,620,565,592,1.097,0,false,50,0.884,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-08,635,650,648,0.977,0.059,false,59,0.885,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-09,560,545,552,1.028,0,false,45,0.867,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-10,665,645,655,1.031,0.178,false,79,0.942,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-11,710,700,705,1.014,0.356,false,112,1.013,6,1,5,0.0,0.333,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-12,690,690,690,1.0,0.277,false,97,0.976,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-13,780,790,785,0.987,0.632,false,171,1.126,6,1,5,0.167,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-14,605,610,608,0.992,0,false,48,0.86,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-15,615,605,610,1.017,0,false,49,0.864,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-16,625,660,658,0.947,0.02,false,53,0.868,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-17,650,715,695,0.909,0.119,false,69,0.91,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-18,785,725,738,1.083,0.652,false,175,1.155,6,1,5,0.0,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-19,755,710,732,1.063,0.534,false,149,1.1,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-20,725,755,740,0.96,0.415,false,124,1.034,6,1,5,0.333,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-21,750,695,705,1.079,0.514,false,145,1.096,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-22,640,630,635,1.016,0.079,false,62,0.897,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-23,660,635,648,1.039,0.158,false,76,0.936,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-24,760,785,775,0.968,0.553,false,153,1.092,6,1,5,0.0,1.0,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-25,835,840,838,0.994,0.85,true,223,1.217,6,1,5,0.833,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-26,810,910,875,0.89,0.751,true,199,1.175,6,1,5,0.667,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-27,910,935,922,0.973,1,true,273,1.28,6,1,5,0.833,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-28,820,795,808,1.031,0.791,true,208,1.2,6,1,5,0.167,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-29,835,785,805,1.064,0.85,true,223,1.233,6,1,5,0.0,0.667,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-30,860,815,825,1.055,0.949,true,248,1.272,6,1,5,0.0,0.5,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
2026-12-31,870,870,870,1.0,0.988,true,259,1.275,6,1,5,0.0,0.833,4.5,4.4,5.0,5.0,8,7,0.92,sample_seed,sample_seed_public_rate_shape,"public quoted pricing context; not internal ADR, occupancy, revenue, margin, or comp policy"
