recovery_case_id,service_ticket_id,pms_reservation_id,crm_guest_id,reservation_match_confidence,reservation_match_method,crm_match_confidence,crm_match_method,comp_match_confidence,comp_match_method,guest_tier,traveler_segment,nightly_rate,stay_value,estimated_lifetime_value,guest_value_score,repeat_comp_review_risk,arrival_date,service_date,booking_channel_proxy,room_type_mismatch,room_move_count,special_requests_count,failure_category,issue_code_raw,failure_type,severity,severity_inferred_flag,hotel_responsibility_score,reported_in_stay,resolution_delay_minutes,complaint_sentiment_intensity,review_risk_score,post_stay_score,actual_comp_codes_normalized,actual_comp_labels_raw,actual_comp_face_value,actual_comp_internal_cost,total_onsite_spend,f_and_b_spend,spa_wellness_spend,parking_spend,occupancy_pressure,housekeeping_pressure,front_desk_queue_pressure,food_beverage_capacity_pressure,spa_capacity_pressure,target_property_name,has_rooftop_f_and_b,has_lobby_lounge,has_spa_wellness,has_pool_or_rooftop,has_parking_or_fee_recovery_context,has_beachfront_or_ocean_context,property_context_confidence,rooftop_f_and_b_fit_modifier,spa_wellness_fit_modifier,lobby_lounge_fit_modifier,parking_fee_fit_modifier,late_checkout_fit_modifier,room_upgrade_fit_modifier,brand_experience_weight,property_context_provenance,public_review_risk_prior,review_context_confidence,review_context_provenance,event_pressure_index,weather_disruption_index,local_demand_pressure_index,high_local_demand_flag,demand_context_confidence,demand_context_provenance,target_public_rate,comp_set_median_rate,market_median_rate,proper_vs_comp_set_index,public_rate_pressure_index,high_demand_rate_flag,upgrade_opportunity_cost_proxy,refund_cost_pressure,pricing_quote_count,rate_context_confidence,pricing_provenance,data_quality_flags
case_00347,TKT000347,PMS001549,CRM001549,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,family_beach_trip,820,820,1476,0.186,0,2026-07-14,2026-07-14,ota,false,1,2,rooftop_pool_access_issue,pool access,process,2,false,0.64,false,5,0.384,0.424,6.8,,,0,0,665,560,0,105,0.79,0.718,0.551,0.572,0.896,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.442,0.36,false,0.32,sample_seed_local_demand_context,775,770,772,1.006,0.613,false,166,1.119,6,0.92,sample_seed_public_rate_shape,ltv_imputed;no_comp_record
case_00348,TKT000348,PMS000611,CRM000611,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,design_leisure,910,2730,4460,0.288,0.2,2026-05-19,2026-05-19,corporate,false,0,1,valet_or_parking_delay,arrival valet,process,3,false,0.62,true,5,0.47,0.374,7.0,parking_fee_waiver,Destination fee waive,100,18,445,445,0,0,0.722,0.605,0.595,0.477,0.6,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.22,0.12,0.204,false,0.32,sample_seed_local_demand_context,755,715,728,1.056,0.534,false,149,1.098,6,0.92,sample_seed_public_rate_shape,
case_00349,TKT000349,PMS001359,CRM001359,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,coastal_weekend,580,2320,3180,0.24,0.2,2026-10-30,2026-10-31,corporate,false,1,0,f_and_b_service_lapse,restaurant issue,process,2,false,0.7,false,5,0.434,0.408,7.0,manager_note,No dollar comp,0,0,0,0,0,0,0.765,0.892,0.613,0.646,0.406,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.48,0.056,0.432,false,0.32,sample_seed_local_demand_context,755,655,678,1.153,0.534,false,149,1.122,6,0.92,sample_seed_public_rate_shape,
case_00350,TKT000350,PMS000716,CRM000716,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.62,reservation_level_comp_match,returning_guest,local_staycation,730,2190,5970,0.354,0,2026-11-29,2026-12-01,direct,false,0,0,room_readiness_delay,checkin wait,outcome,2,false,0.88,true,5,0.241,0.359,8.1,rooftop_f_and_b_credit,Calabra recovery,185,74,0,0,0,0,0.354,0.34,0.128,0.246,0.278,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.638,0.342,false,0.32,sample_seed_local_demand_context,705,760,745,0.928,0.336,false,109,1.001,6,0.92,sample_seed_public_rate_shape,
case_00351,TKT000351,PMS000737,CRM000737,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.62,reservation_level_comp_match,new_guest,coastal_weekend,680,2720,3540,0.262,0.2,2026-11-20,2026-11-21,ota,false,0,0,room_readiness_delay,room_not_ready,outcome,4,false,0.93,false,5,0.8,0.622,0,late_checkout,Late CO,0,0,280,280,0,0,0.484,0.568,0.403,0.535,0.235,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.48,0.039,0.414,false,0.32,sample_seed_local_demand_context,685,725,715,0.945,0.257,false,94,0.968,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00352,TKT000352,PMS000365,CRM000365,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,loyalty_guest,wellness_getaway,710,2130,8280,0.466,0,2026-05-28,2026-05-28,ota,false,0,0,maintenance_issue,maintenance,outcome,2,false,0.78,true,5,0.305,0.393,7.5,,,0,0,185,185,0,0,0.694,0.681,0.46,0.644,0.585,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.22,0.107,0.271,false,0.32,sample_seed_local_demand_context,725,735,730,0.986,0.415,false,124,1.034,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00353,TKT000353,PMS000054,CRM000054,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,loyalty_guest,business_traveler,780,1560,7090,0.428,0.2,2026-06-20,2026-06-20,corporate,false,0,0,noise_disruption,street noise,process,2,false,0.48,true,5,0.4,0.381,0,amenity_gesture,Amenity,75,34,375,265,0,110,0.752,0.746,0.767,0.796,0.531,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.7,0.065,0.525,false,0.32,sample_seed_local_demand_context,885,830,858,1.066,1.0,true,266,1.296,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00354,TKT000354,PMS000311,CRM000311,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,loyalty_guest,local_staycation,730,2920,13590,0.588,0.2,2026-12-26,2026-12-28,direct,false,0,2,rooftop_pool_access_issue,pool access,process,2,false,0.64,true,5,0.4,0.375,0,amenity_gesture,In-room gesture,70,32,50,0,0,0,0.624,0.623,0.618,0.459,0.327,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.78,0.12,0.643,false,0.32,sample_seed_local_demand_context,820,795,808,1.031,0.791,true,208,1.2,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00355,TKT000355,PMS000027,CRM000027,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,event_or_wedding,610,610,780,0.169,0,2026-12-29,2026-12-29,direct,false,0,2,room_readiness_delay,arrival delay,outcome,4,false,0.93,true,5,0.8,0.622,0,partial_room_refund,Rate credit,475,475,450,450,0,0,0.38,0.323,0.403,0.405,0.321,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.78,0.104,0.619,false,0.32,sample_seed_local_demand_context,835,785,805,1.064,0.85,true,223,1.233,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00356,TKT000356,PMS001146,CRM001146,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,local_staycation,880,880,1780,0.16,0,2026-08-02,2026-08-02,ota,false,0,0,billing_or_fee_dispute,folio issue,process,2,true,0.55,false,5,0.4,0.37,0,,,0,0,1200,1200,0,0,0.658,0.678,0.355,0.608,0.71,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.7,0.278,0.64,false,0.32,sample_seed_local_demand_context,925,875,898,1.057,1.0,true,278,1.294,6,0.92,sample_seed_public_rate_shape,severity_inferred;no_review_or_survey;no_comp_record
case_00357,TKT000357,PMS001032,CRM001032,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,coastal_weekend,590,590,860,0.137,0.2,2026-06-27,2026-06-27,travel_advisor,true,1,0,room_assignment_expectation_gap,room type mismatch,outcome,4,false,0.79,true,5,0.8,0.605,0,partial_room_refund,Partial night,475,475,115,0,0,115,0.868,0.87,0.833,0.797,0.754,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.7,0.069,0.547,false,0.32,sample_seed_local_demand_context,915,905,910,1.011,1.0,true,274,1.283,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00358,TKT000358,PMS000651,CRM000651,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,loyalty_guest,design_leisure,820,1640,6590,0.443,0,2026-07-26,2026-07-26,direct,false,0,1,valet_or_parking_delay,arrival valet,process,2,false,0.62,false,5,0.4,0.337,0,,,0,0,35,0,0,0,0.928,0.942,0.875,0.908,0.828,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.7,0.153,0.602,false,0.32,sample_seed_local_demand_context,935,870,892,1.075,1.0,true,280,1.299,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00359,TKT000359,PMS001553,CRM001553,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,loyalty_guest,coastal_weekend,730,1460,6820,0.421,0,2026-02-27,2026-02-28,ota,false,0,0,housekeeping_miss,housekeeping,outcome,3,false,0.9,true,5,0.6,0.513,0,,,0,0,120,120,0,0,0.631,0.688,0.521,0.532,0.214,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.72,0.28,sample_seed_review_taxonomy_prior,0.48,0.074,0.434,false,0.32,sample_seed_local_demand_context,690,710,700,0.972,0.277,false,97,0.976,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00360,TKT000360,PMS001594,CRM001594,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,wellness_getaway,640,1280,2304,0.215,0,2026-05-13,2026-05-14,direct,false,0,2,noise_disruption,neighbor noise,process,3,false,0.48,true,5,0.503,0.47,6.3,lobby_lounge_credit,Bar credit,85,32,605,0,605,0,0.99,0.92,0.859,0.717,0.858,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.22,0.116,0.285,false,0.32,sample_seed_local_demand_context,830,785,800,1.057,0.83,true,218,1.223,6,0.92,sample_seed_public_rate_shape,ltv_imputed
case_00361,TKT000361,PMS001373,CRM001373,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,wellness_getaway,590,590,1280,0.141,0,2026-02-04,2026-02-04,ota,false,0,0,noise_disruption,noise,process,3,false,0.48,false,22,0.472,0.51,5.8,,,0,0,555,150,325,80,0.774,0.842,0.374,0.55,0.442,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.22,0.142,0.293,false,0.32,sample_seed_local_demand_context,530,625,615,0.848,0.0,false,42,0.86,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00362,TKT000362,PMS000780,CRM000780,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.62,reservation_level_comp_match,returning_guest,design_leisure,650,1300,3430,0.287,0.2,2026-06-17,2026-06-18,ota,true,1,0,room_readiness_delay,room_not_ready,outcome,4,false,0.93,true,5,0.8,0.622,0,late_checkout,Late checkout,75,15,230,85,0,95,0.38,0.451,0.439,0.319,0.325,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.093,0.275,false,0.32,sample_seed_local_demand_context,735,790,768,0.93,0.455,false,132,1.051,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00363,TKT000363,PMS001053,CRM001053,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,business_traveler,870,870,1310,0.17,0,2026-06-20,2026-06-20,direct,false,1,1,rooftop_pool_access_issue,cabana issue,process,3,false,0.64,true,5,0.586,0.36,7.6,parking_fee_waiver,Parking/Dest fee,70,13,685,0,685,0,0.752,0.746,0.767,0.796,0.531,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.7,0.065,0.525,false,0.32,sample_seed_local_demand_context,885,830,858,1.066,1.0,true,266,1.296,6,0.92,sample_seed_public_rate_shape,
case_00364,TKT000364,PMS000086,CRM000086,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,vip_guest,wellness_getaway,740,5180,37480,0.836,0,2026-02-07,2026-02-07,ota,false,0,0,room_readiness_delay,late room,outcome,3,false,0.88,true,5,0.6,0.518,0,,,0,0,400,400,0,0,0.515,0.532,0.429,0.357,0.314,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.48,0.05,0.444,false,0.32,sample_seed_local_demand_context,735,710,722,1.035,0.455,false,132,1.06,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00365,TKT000365,PMS000357,CRM000357,0.78,guest_key_date_window,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,design_leisure,690,2070,6670,0.355,0,2026-06-03,2026-06-03,direct,false,0,0,room_readiness_delay,room_not_ready,outcome,4,false,0.93,true,5,0.8,0.622,0,,,0,0,1325,1140,0,60,0.688,0.68,0.522,0.269,0.727,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.038,0.199,false,0.32,sample_seed_local_demand_context,890,790,840,1.127,1.0,true,267,1.312,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00366,TKT000366,PMS001535,CRM001535,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,event_or_wedding,640,640,740,0.138,0,2026-11-27,2026-11-27,direct,false,0,0,rooftop_pool_access_issue,pool access,process,2,false,0.64,true,32,0.4,0.375,0,,,0,0,0,0,0,0,0.721,0.699,0.477,0.515,0.348,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.48,0.066,0.408,false,0.32,sample_seed_local_demand_context,770,835,802,0.922,0.593,true,162,1.109,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00367,TKT000367,PMS001160,CRM001160,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,event_or_wedding,570,570,1020,0.138,0.2,2026-01-01,2026-01-01,ota,true,0,0,f_and_b_service_lapse,dining delay,process,3,false,0.7,true,5,0.6,0.479,0,late_checkout,4pm checkout,90,18,665,665,0,0,0.571,0.631,0.639,0.325,0.282,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.044,0.235,false,0.32,sample_seed_local_demand_context,650,640,645,1.016,0.119,false,69,0.914,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00368,TKT000368,PMS001039,CRM001039,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,design_leisure,770,1540,3410,0.314,0,2026-05-01,2026-05-01,direct,false,0,1,spa_wellness_service_issue,wellness service,process,3,false,0.74,false,5,0.6,0.49,0,,,0,0,655,655,0,0,0.99,1.0,0.873,0.935,0.726,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.64,0.28,sample_seed_review_taxonomy_prior,0.48,0.105,0.402,false,0.32,sample_seed_local_demand_context,860,920,890,0.935,0.949,true,248,1.258,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00369,TKT000369,PMS000993,CRM000993,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.62,reservation_level_comp_match,returning_guest,local_staycation,820,5740,10332,0.553,0.2,2026-02-09,2026-02-15,direct,false,0,1,maintenance_issue,engineering,outcome,3,false,0.78,true,5,0.6,0.504,0,manager_note,Manager Note,0,0,0,0,0,0,0.422,0.386,0.23,0.161,0.214,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.82,0.154,0.701,true,0.32,sample_seed_local_demand_context,915,890,902,1.028,1.0,true,274,1.287,6,0.92,sample_seed_public_rate_shape,ltv_imputed;no_review_or_survey
case_00370,TKT000370,PMS000834,CRM000834,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,wellness_getaway,730,2920,5070,0.319,0.2,2026-06-17,2026-06-19,ota,false,0,2,noise_disruption,street noise,process,3,false,0.48,false,5,0.838,0.494,6.0,rooftop_f_and_b_credit,Calabra recovery,170,68,465,430,0,0,0.92,0.944,0.907,0.665,0.676,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.7,0.138,0.532,false,0.32,sample_seed_local_demand_context,780,770,775,1.013,0.632,false,171,1.129,6,0.92,sample_seed_public_rate_shape,
case_00371,TKT000371,PMS000134,CRM000134,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,loyalty_guest,design_leisure,640,1280,6220,0.422,0.2,2026-11-28,2026-11-28,corporate,false,0,1,maintenance_issue,facilities issue,outcome,3,true,0.78,true,5,0.6,0.504,0,rooftop_f_and_b_credit,Food Credit,180,72,280,65,0,130,0.622,0.593,0.45,0.661,0.3,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.48,0.134,0.462,false,0.32,sample_seed_local_demand_context,740,695,718,1.065,0.474,false,136,1.075,6,0.92,sample_seed_public_rate_shape,severity_inferred;no_review_or_survey
case_00372,TKT000372,PMS001238,CRM001238,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,returning_guest,design_leisure,750,750,2220,0.282,0,2026-07-10,2026-07-10,ota,false,0,2,room_readiness_delay,room_not_ready,outcome,4,false,0.93,true,5,0.963,0.543,5.8,rooftop_f_and_b_credit,Food Credit,200,80,415,285,0,85,0.99,0.96,0.896,0.811,0.894,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.7,0.327,0.629,false,0.32,sample_seed_local_demand_context,895,890,892,1.006,1.0,true,268,1.282,6,0.92,sample_seed_public_rate_shape,
case_00373,TKT000373,PMS001572,CRM001572,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.62,reservation_level_comp_match,new_guest,wellness_getaway,740,2960,5810,0.296,0.2,2026-08-15,2026-08-17,direct,false,0,0,maintenance_issue,engineering,outcome,3,false,0.78,false,5,0.535,0.425,7.1,amenity_gesture,In-room gesture,80,36,170,0,170,0,0.757,0.601,0.57,0.585,0.581,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.22,0.271,0.318,false,0.32,sample_seed_local_demand_context,705,700,702,1.007,0.336,false,109,1.003,6,0.92,sample_seed_public_rate_shape,
case_00374,TKT000374,PMS000044,CRM000044,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,wellness_getaway,680,3400,4620,0.336,0.2,2026-11-04,2026-11-04,group_or_event,false,1,2,billing_or_fee_dispute,folio issue,process,3,false,0.55,false,5,0.491,0.386,7.2,manager_note,No dollar comp,0,0,105,105,0,0,0.558,0.584,0.516,0.447,0.327,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.22,0.131,0.273,false,0.32,sample_seed_local_demand_context,640,640,640,1.0,0.079,false,62,0.893,6,0.92,sample_seed_public_rate_shape,
case_00375,TKT000375,PMS001163,CRM001163,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,local_staycation,630,1890,3070,0.235,0.2,2026-10-31,2026-10-31,ota,true,1,1,housekeeping_miss,room clean issue,outcome,3,true,0.9,true,5,0.554,0.53,5.9,late_checkout,Late checkout,100,20,675,635,0,40,0.765,0.892,0.613,0.646,0.406,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.72,0.28,sample_seed_review_taxonomy_prior,0.48,0.056,0.432,false,0.32,sample_seed_local_demand_context,755,655,678,1.153,0.534,false,149,1.122,6,0.92,sample_seed_public_rate_shape,severity_inferred
case_00376,TKT000376,PMS000123,CRM000123,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,business_traveler,700,2800,3740,0.268,0.2,2026-10-28,2026-10-29,corporate,false,0,0,noise_disruption,noise,process,2,false,0.48,true,5,0.4,0.381,0,manager_note,Personal apology,0,0,0,0,0,0,0.323,0.252,0.184,0.39,0.333,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.22,0.152,0.259,false,0.32,sample_seed_local_demand_context,685,670,678,1.022,0.257,false,94,0.973,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00377,TKT000377,PMS000946,CRM000946,0.78,guest_key_date_window,0.95,direct_crm_id,1.0,direct_ticket_id,returning_guest,wellness_getaway,810,2430,9970,0.421,0.2,2026-12-07,2026-12-07,travel_advisor,false,0,1,room_readiness_delay,late room,outcome,3,false,0.88,true,5,0.531,0.495,6.4,rooftop_f_and_b_credit,Calabra recovery,145,58,0,0,0,0,0.665,0.602,0.398,0.595,0.344,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.126,0.289,false,0.32,sample_seed_local_demand_context,620,565,592,1.097,0.0,false,50,0.884,6,0.92,sample_seed_public_rate_shape,
case_00378,TKT000378,PMS000776,CRM000776,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,loyalty_guest,coastal_weekend,710,2840,16350,0.58,0,2026-02-24,2026-02-27,direct,false,0,0,f_and_b_service_lapse,dining delay,process,2,false,0.7,false,5,0.4,0.375,0,,,0,0,0,0,0,0,0.505,0.599,0.467,0.505,0.273,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.48,0.669,0.51,false,0.32,sample_seed_local_demand_context,745,725,728,1.028,0.494,false,141,1.075,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00379,TKT000379,PMS000609,CRM000609,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,wellness_getaway,580,1160,2210,0.177,0,2026-04-10,2026-04-10,corporate,false,0,0,spa_wellness_service_issue,spa issue,process,3,false,0.74,true,5,0.693,0.451,6.6,amenity_gesture,Welcome amenity,60,27,310,110,0,90,0.478,0.563,0.574,0.538,0.279,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.64,0.28,sample_seed_review_taxonomy_prior,0.48,0.054,0.443,false,0.32,sample_seed_local_demand_context,770,700,720,1.1,0.593,false,162,1.134,6,0.92,sample_seed_public_rate_shape,
case_00380,TKT000380,PMS000537,CRM000537,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,returning_guest,coastal_weekend,620,2480,10050,0.408,0.2,2026-05-18,2026-05-18,direct,false,0,0,valet_or_parking_delay,parking,process,4,false,0.67,true,5,0.8,0.573,0,room_upgrade,Room move upgrade,330,82,495,445,0,50,0.972,0.927,0.884,0.993,0.778,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.22,0.082,0.231,false,0.32,sample_seed_local_demand_context,680,735,708,0.925,0.237,false,90,0.96,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00381,TKT000381,PMS001345,CRM001345,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,design_leisure,530,2650,10430,0.42,0,2026-11-29,2026-12-01,travel_advisor,false,0,0,housekeeping_miss,housekeeping,outcome,3,false,0.9,true,5,0.6,0.513,0,,,0,0,330,180,0,150,0.354,0.34,0.128,0.246,0.278,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.72,0.28,sample_seed_review_taxonomy_prior,0.22,0.638,0.342,false,0.32,sample_seed_local_demand_context,705,760,745,0.928,0.336,false,109,1.001,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
