recommendation_id,recovery_case_id,service_ticket_id,pms_reservation_id,guest_tier,traveler_segment,stay_value,estimated_lifetime_value,reservation_match_confidence,crm_match_confidence,data_quality_flags,failure_category,failure_type,severity,hotel_responsibility_score,reported_in_stay,occupancy_pressure,target_property_name,has_rooftop_f_and_b,has_lobby_lounge,has_spa_wellness,has_pool_or_rooftop,has_parking_or_fee_recovery_context,property_context_confidence,property_context_provenance,public_review_risk_prior,review_context_confidence,review_context_provenance,event_pressure_index,weather_disruption_index,local_demand_pressure_index,high_local_demand_flag,demand_context_confidence,demand_context_provenance,public_rate_pressure_index,high_demand_rate_flag,target_public_rate,comp_set_median_rate,proper_vs_comp_set_index,upgrade_opportunity_cost_proxy,refund_cost_pressure,rate_context_confidence,pricing_provenance,repeat_comp_review_risk,room_type_mismatch,actual_comp_codes_normalized,actual_comp_face_value,actual_comp_internal_cost,comp_code,comp_label,recommended_comp_value,estimated_internal_cost,internal_cost_low,internal_cost_high,recommended_minus_actual_value,recommended_tier,recovery_need_score,profit_leakage_risk,review_risk_score,brand_impact_risk,expected_recovery_value,manager_review_flag,recommendation_stability,decision_confidence,policy_version,recommendation_reason_codes,recommendation_counterfactuals,recommendation_alternatives_json,recommendation_score_components_json,recommendation_assumptions,recommendation_explanation
rec_00011,case_00011,TKT000011,PMS001392,new_guest,business_traveler,3200,6060,1.0,0.95,no_comp_record,f_and_b_service_lapse,process,2,0.7,true,0.573,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.155,0.273,false,0.32,sample_seed_local_demand_context,0.02,false,625,630,0.992,53,0.868,0.92,sample_seed_public_rate_shape,0,false,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,3,49.14,0.169,0.352,0.415,356,false,1.0,high,smp-public-context-v1.0.0,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 275, ""internal_cost_expected"": 151, ""internal_cost_high"": 206, ""internal_cost_low"": 82, ""policy_score"": 76.92}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 100, ""internal_cost_expected"": 38, ""internal_cost_high"": 55, ""internal_cost_low"": 25, ""policy_score"": 63.09}]","{""fit_score"": 1.05, ""leakage_penalty"": 15.0, ""operational_penalty"": 0.0, ""perceived_value"": 187.5, ""policy_score"": 191.16}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $150 Calabra or Palma dining credit for a new guest with a severity 2 F&B service lapse reported before checkout. Estimated internal cost is $38-$90, not an observed property margin. Rationale: hotel responsible failure, recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $275 Surya Spa or Recovery Suite credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00012,case_00012,TKT000012,PMS001069,new_guest,business_traveler,630,1010,1.0,0.95,no_review_or_survey,noise_disruption,process,1,0.48,true,0.729,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.48,0.039,0.433,false,0.32,sample_seed_local_demand_context,0.652,false,785,710,1.106,175,1.16,0.92,sample_seed_public_rate_shape,0.2,false,amenity_gesture,65,29,late_checkout,late checkout,75,15,6,34,10,2,30.04,0.366,0.277,0.288,41,false,0.926,high,smp-public-context-v1.0.0,recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 135, ""internal_cost_expected"": 54, ""internal_cost_high"": 81, ""internal_cost_low"": 34, ""policy_score"": 66.68}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 90, ""internal_cost_expected"": 34, ""internal_cost_high"": 50, ""internal_cost_low"": 22, ""policy_score"": 44.86}]","{""fit_score"": 0.849, ""leakage_penalty"": 6.0, ""operational_penalty"": 13.25, ""perceived_value"": 108.75, ""policy_score"": 132.7}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $75 late checkout for a new guest with a severity 1 noise disruption reported before checkout. Estimated internal cost is $6-$34, not an observed property margin. Rationale: recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 93%. The closest alternative was $135 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00013,case_00013,TKT000013,PMS000371,new_guest,business_traveler,5250,6400,1.0,0.95,no_comp_record,room_readiness_delay,outcome,3,0.88,true,0.546,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.121,0.231,false,0.32,sample_seed_local_demand_context,0.81,true,825,745,1.107,213,1.227,0.92,sample_seed_public_rate_shape,0,false,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,180,4,59.93,0.113,0.487,0.538,638,false,1.0,moderate,smp-public-context-v1.0.0,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery,"Public rate pressure changed the recommendation: without this signal, the model would prefer room upgrade at $360.","[{""comp_code"": ""future_stay_credit"", ""comp_label"": ""future-stay credit"", ""guest_facing_value"": 260, ""internal_cost_expected"": 156, ""internal_cost_high"": 221, ""internal_cost_low"": 78, ""policy_score"": 195.68}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 120, ""internal_cost_expected"": 46, ""internal_cost_high"": 66, ""internal_cost_low"": 30, ""policy_score"": 192.02}]","{""fit_score"": 0.859, ""leakage_penalty"": 18.0, ""operational_penalty"": 0.0, ""perceived_value"": 225.0, ""policy_score"": 269.0}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $180 Calabra or Palma dining credit for a new guest with a severity 3 room readiness delay reported before checkout. Estimated internal cost is $45-$108, not an observed property margin. Rationale: hotel responsible failure, recoverable before checkout, high perceived value lower estimated cost, public rate pressure changed recovery. Recommendation stability is 100%. The closest alternative was $260 future-stay credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00014,case_00014,TKT000014,PMS000290,new_guest,family_beach_trip,2120,3816,1.0,0.95,severity_inferred;ltv_imputed;no_review_or_survey;no_comp_record,billing_or_fee_dispute,process,2,0.55,false,0.869,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.22,0.097,0.247,false,0.32,sample_seed_local_demand_context,0.553,false,760,710,1.07,153,1.11,0.92,sample_seed_public_rate_shape,0,false,,0,0,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,85,3,43.25,0.074,0.37,0.398,204,false,1.0,moderate,smp-public-context-v1.0.0,high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 150, ""internal_cost_expected"": 60, ""internal_cost_high"": 90, ""internal_cost_low"": 38, ""policy_score"": 90.53}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 100, ""internal_cost_expected"": 38, ""internal_cost_high"": 55, ""internal_cost_low"": 25, ""policy_score"": 83.37}]","{""fit_score"": 0.683, ""leakage_penalty"": 3.75, ""operational_penalty"": 0.0, ""perceived_value"": 97.75, ""policy_score"": 106.05}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $85 parking or destination-fee waiver for a new guest with a severity 2 billing or fee dispute reported after checkout. Estimated internal cost is $7-$30, not an observed property margin. Rationale: high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $150 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00015,case_00015,TKT000015,PMS001595,returning_guest,design_leisure,1590,3470,0.78,0.95,no_review_or_survey;no_comp_record,room_assignment_expectation_gap,outcome,3,0.74,false,0.507,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.22,0.064,0.271,false,0.32,sample_seed_local_demand_context,0.356,false,710,665,1.068,112,1.026,0.92,sample_seed_public_rate_shape,0,true,,0,0,room_upgrade,room upgrade,360,90,29,234,360,4,58.05,0.413,0.501,0.537,218,false,1.0,high,smp-public-context-v1.0.0,hotel_responsible_failure;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 180, ""internal_cost_expected"": 72, ""internal_cost_high"": 108, ""internal_cost_low"": 45, ""policy_score"": 118.26}, {""comp_code"": ""future_stay_credit"", ""comp_label"": ""future-stay credit"", ""guest_facing_value"": 185, ""internal_cost_expected"": 111, ""internal_cost_high"": 157, ""internal_cost_low"": 56, ""policy_score"": 104.38}]","{""fit_score"": 0.963, ""leakage_penalty"": 22.5, ""operational_penalty"": 27.89, ""perceived_value"": 504.0, ""policy_score"": 465.65}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $360 room upgrade for a returning guest with a severity 3 room assignment expectation gap reported after checkout. Estimated internal cost is $29-$234, not an observed property margin. Rationale: hotel responsible failure, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $180 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00016,case_00016,TKT000016,PMS001079,returning_guest,business_traveler,800,2940,1.0,0.95,no_review_or_survey,room_assignment_expectation_gap,outcome,4,0.79,false,0.788,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.22,0.078,0.204,false,0.32,sample_seed_local_demand_context,0.356,false,710,695,1.022,112,1.015,0.92,sample_seed_public_rate_shape,0.2,true,late_checkout,85,17,room_upgrade,room upgrade,360,90,29,234,275,4,66.94,0.581,0.605,0.634,155,false,1.0,high,smp-public-context-v1.0.0,hotel_responsible_failure;high_severity_issue;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""future_stay_credit"", ""comp_label"": ""future-stay credit"", ""guest_facing_value"": 280, ""internal_cost_expected"": 168, ""internal_cost_high"": 238, ""internal_cost_low"": 84, ""policy_score"": 143.23}, {""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 180, ""internal_cost_expected"": 72, ""internal_cost_high"": 108, ""internal_cost_low"": 45, ""policy_score"": 114.17}]","{""fit_score"": 0.963, ""leakage_penalty"": 36.0, ""operational_penalty"": 130.02, ""perceived_value"": 504.0, ""policy_score"": 376.99}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $360 room upgrade for a returning guest with a severity 4 room assignment expectation gap reported after checkout. Estimated internal cost is $29-$234, not an observed property margin. Rationale: hotel responsible failure, high severity issue, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $280 future-stay credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00017,case_00017,TKT000017,PMS001299,returning_guest,wellness_getaway,610,1710,1.0,0.95,no_review_or_survey,f_and_b_service_lapse,process,2,0.7,true,0.601,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.48,0.02,0.371,false,0.32,sample_seed_local_demand_context,0.87,true,840,815,1.031,228,1.233,0.92,sample_seed_public_rate_shape,0,false,amenity_gesture,50,22,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,100,3,43.54,0.87,0.375,0.402,69,false,1.0,high,smp-public-context-v1.0.0,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 275, ""internal_cost_expected"": 151, ""internal_cost_high"": 206, ""internal_cost_low"": 82, ""policy_score"": 149.86}, {""comp_code"": ""lobby_lounge_credit"", ""comp_label"": ""Palma lounge credit"", ""guest_facing_value"": 100, ""internal_cost_expected"": 38, ""internal_cost_high"": 55, ""internal_cost_low"": 25, ""policy_score"": 137.41}]","{""fit_score"": 1.05, ""leakage_penalty"": 15.0, ""operational_penalty"": 0.0, ""perceived_value"": 187.5, ""policy_score"": 260.97}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $150 Calabra or Palma dining credit for a returning guest with a severity 2 F&B service lapse reported before checkout. Estimated internal cost is $38-$90, not an observed property margin. Rationale: hotel responsible failure, recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $275 Surya Spa or Recovery Suite credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00018,case_00018,TKT000018,PMS000841,returning_guest,family_beach_trip,1280,4970,1.0,0.95,,f_and_b_service_lapse,process,5,0.75,true,0.528,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.48,0.041,0.367,false,0.32,sample_seed_local_demand_context,0.652,false,785,695,1.129,175,1.166,0.92,sample_seed_public_rate_shape,0.2,false,rooftop_f_and_b_credit,115,46,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,65,4,70.47,0.27,0.592,0.643,267,false,1.0,high,smp-public-context-v1.0.0,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""future_stay_credit"", ""comp_label"": ""future-stay credit"", ""guest_facing_value"": 225, ""internal_cost_expected"": 135, ""internal_cost_high"": 191, ""internal_cost_low"": 68, ""policy_score"": 118.43}, {""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 330, ""internal_cost_expected"": 182, ""internal_cost_high"": 248, ""internal_cost_low"": 99, ""policy_score"": 80.73}]","{""fit_score"": 1.05, ""leakage_penalty"": 28.8, ""operational_penalty"": 0.0, ""perceived_value"": 225.0, ""policy_score"": 248.54}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $180 Calabra or Palma dining credit for a returning guest with a severity 5 F&B service lapse reported before checkout. Estimated internal cost is $45-$108, not an observed property margin. Rationale: hotel responsible failure, high severity issue, recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $225 future-stay credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00019,case_00019,TKT000019,PMS000355,returning_guest,coastal_weekend,1320,5470,1.0,0.95,no_review_or_survey,room_readiness_delay,outcome,4,0.93,true,0.771,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.033,0.252,false,0.32,sample_seed_local_demand_context,0.652,false,785,745,1.054,175,1.147,0.92,sample_seed_public_rate_shape,0,false,room_upgrade,410,102,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,-230,4,67.98,0.263,0.622,0.648,274,false,0.852,high,smp-public-context-v1.0.0,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;operational_pressure_changed_recovery;property_fit_changed_recovery,"Operational availability changed the recommendation: without this signal, the model would prefer room upgrade at $360. | Property fit changed the recommendation: without this signal, the model would prefer late checkout at $100.","[{""comp_code"": ""late_checkout"", ""comp_label"": ""late checkout"", ""guest_facing_value"": 100, ""internal_cost_expected"": 20, ""internal_cost_high"": 45, ""internal_cost_low"": 8, ""policy_score"": 203.09}, {""comp_code"": ""future_stay_credit"", ""comp_label"": ""future-stay credit"", ""guest_facing_value"": 230, ""internal_cost_expected"": 138, ""internal_cost_high"": 196, ""internal_cost_low"": 69, ""policy_score"": 182.83}]","{""fit_score"": 0.859, ""leakage_penalty"": 18.0, ""operational_penalty"": 0.0, ""perceived_value"": 225.0, ""policy_score"": 207.32}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $180 Calabra or Palma dining credit for a returning guest with a severity 4 room readiness delay reported before checkout. Estimated internal cost is $45-$108, not an observed property margin. Rationale: hotel responsible failure, high severity issue, recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 85%. The closest alternative was $100 late checkout; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00020,case_00020,TKT000020,PMS000239,vip_guest,coastal_weekend,1640,12010,1.0,0.95,no_review_or_survey;no_comp_record,room_assignment_expectation_gap,outcome,4,0.79,true,0.837,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.48,0.025,0.355,false,0.32,sample_seed_local_demand_context,0.553,false,760,745,1.02,153,1.097,0.92,sample_seed_public_rate_shape,0,true,,0,0,room_upgrade,room upgrade,360,90,29,234,360,4,68.06,0.194,0.605,0.639,465,false,1.0,high,smp-public-context-v1.0.0,high_guest_relationship_value;hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""future_stay_credit"", ""comp_label"": ""future-stay credit"", ""guest_facing_value"": 285, ""internal_cost_expected"": 171, ""internal_cost_high"": 242, ""internal_cost_low"": 86, ""policy_score"": 257.46}, {""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 180, ""internal_cost_expected"": 72, ""internal_cost_high"": 108, ""internal_cost_low"": 45, ""policy_score"": 125.82}]","{""fit_score"": 0.963, ""leakage_penalty"": 22.5, ""operational_penalty"": 138.1, ""perceived_value"": 504.0, ""policy_score"": 385.8}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $360 room upgrade for a vip guest with a severity 4 room assignment expectation gap reported before checkout. Estimated internal cost is $29-$234, not an observed property margin. Rationale: high guest relationship value, hotel responsible failure, high severity issue, recoverable before checkout. Recommendation stability is 100%. The closest alternative was $285 future-stay credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00021,case_00021,TKT000021,PMS000794,returning_guest,coastal_weekend,1500,3990,1.0,0.95,no_review_or_survey,valet_or_parking_delay,process,3,0.62,true,0.99,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.7,0.056,0.53,false,0.32,sample_seed_local_demand_context,0.632,false,780,770,1.013,171,1.129,0.92,sample_seed_public_rate_shape,0,false,parking_fee_waiver,0,0,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,85,3,54.97,0.072,0.455,0.498,209,false,1.0,high,smp-public-context-v1.0.0,recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 150, ""internal_cost_expected"": 60, ""internal_cost_high"": 90, ""internal_cost_low"": 38, ""policy_score"": 97.91}, {""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 275, ""internal_cost_expected"": 151, ""internal_cost_high"": 206, ""internal_cost_low"": 82, ""policy_score"": 80.84}]","{""fit_score"": 0.932, ""leakage_penalty"": 3.75, ""operational_penalty"": 0.0, ""perceived_value"": 97.75, ""policy_score"": 136.29}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $85 parking or destination-fee waiver for a returning guest with a severity 3 valet or parking delay reported before checkout. Estimated internal cost is $7-$30, not an observed property margin. Rationale: recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $150 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
rec_00022,case_00022,TKT000022,PMS001399,returning_guest,business_traveler,1160,2940,1.0,0.95,severity_inferred;no_comp_record,room_assignment_expectation_gap,outcome,3,0.74,true,0.422,Santa Monica Proper Hotel,true,true,true,true,true,0.88,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.22,0.165,0.235,false,0.32,sample_seed_local_demand_context,0.0,false,560,580,0.966,45,0.86,0.92,sample_seed_public_rate_shape,0,false,,0,0,room_upgrade,room upgrade,300,75,24,195,300,3,53.58,0.484,0.47,0.5,155,false,1.0,moderate,smp-public-context-v1.0.0,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost,,"[{""comp_code"": ""rooftop_f_and_b_credit"", ""comp_label"": ""Calabra or Palma dining credit"", ""guest_facing_value"": 150, ""internal_cost_expected"": 60, ""internal_cost_high"": 90, ""internal_cost_low"": 38, ""policy_score"": 97.04}, {""comp_code"": ""spa_wellness_credit"", ""comp_label"": ""Surya Spa or Recovery Suite credit"", ""guest_facing_value"": 275, ""internal_cost_expected"": 151, ""internal_cost_high"": 206, ""internal_cost_low"": 82, ""policy_score"": 79.91}]","{""fit_score"": 0.963, ""leakage_penalty"": 18.75, ""operational_penalty"": 23.21, ""perceived_value"": 420.0, ""policy_score"": 376.76}","Internal cost is a policy range, not observed property margin. | Guest relationship value and recovery value are synthetic scenario inputs. | Public context cannot substitute for live occupancy, inventory, or approved hotel policy.","Recommend $300 room upgrade for a returning guest with a severity 3 room assignment expectation gap reported before checkout. Estimated internal cost is $24-$195, not an observed property margin. Rationale: hotel responsible failure, recoverable before checkout, high perceived value lower estimated cost. Recommendation stability is 100%. The closest alternative was $150 Calabra or Palma dining credit; the recommended gesture scored better on recovery fit, estimated cost, and operational constraints."
