audit_id,recovery_case_id,service_ticket_id,pms_reservation_id,audit_class,audit_flags,recommended_action,guest_tier,traveler_segment,failure_category,severity,recovery_need_score,review_risk_score,stay_value,estimated_lifetime_value,public_rate_pressure_index,high_demand_rate_flag,target_public_rate,comp_set_median_rate,rate_context_confidence,pricing_provenance,actual_comp_codes_normalized,actual_comp_face_value,actual_comp_internal_cost,recommended_comp_code,recommended_comp_label,recommended_comp_value,recommended_internal_cost,recommended_internal_cost_low,recommended_internal_cost_high,recommended_minus_actual_value,internal_cost_delta,manager_review_flag,decision_confidence,recommendation_stability,policy_id,policy_version,reservation_match_confidence,crm_match_confidence,data_quality_flags,recommendation_reason_codes
audit_00318,case_00318,TKT000318,PMS001523,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,coastal_weekend,housekeeping_miss,1,41.13,0.305,940,1570,0.672,false,790,680,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,135,54,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00319,case_00319,TKT000319,PMS001391,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,coastal_weekend,maintenance_issue,3,60.1,0.561,4130,7380,0.771,true,815,800,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,330,182,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00320,case_00320,TKT000320,PMS001416,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,wellness_getaway,rooftop_pool_access_issue,1,36.57,0.44,650,1090,0.257,false,685,650,0.92,sample_seed_public_rate_shape,lobby_lounge_credit,90,34,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,45,20,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,high_perceived_value_lower_estimated_cost
audit_00321,case_00321,TKT000321,PMS000666,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,design_leisure,spa_wellness_service_issue,2,48.97,0.395,1680,3024,0.257,false,685,725,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,151,false,moderate,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed;no_comp_record,hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00322,case_00322,TKT000322,PMS000163,data_quality_hold,severity_inferred;no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,wellness_getaway,f_and_b_service_lapse,2,43.58,0.375,700,1570,0.514,false,750,750,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00323,case_00323,TKT000323,PMS000649,under_recovered,high_severity,Review upward variance between the matched synthetic action and context-engine recommendation.,new_guest,coastal_weekend,maintenance_issue,4,65.23,0.608,2160,3250,0.573,false,765,685,0.92,sample_seed_public_rate_shape,rooftop_f_and_b_credit,125,50,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,205,132,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00324,case_00324,TKT000324,PMS001195,aligned_recovery,high_review_risk;high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,design_leisure,housekeeping_miss,5,75.38,0.72,1120,2016,0.81,true,825,815,0.92,sample_seed_public_rate_shape,room_upgrade,360,90,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,-180,-18,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed;no_review_or_survey,hotel_responsible_failure;high_severity_issue;high_review_risk;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00325,case_00325,TKT000325,PMS000825,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,vip_guest,coastal_weekend,rooftop_pool_access_issue,2,43.78,0.32,820,6220,0.296,false,695,710,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,high_guest_relationship_value;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00326,case_00326,TKT000326,PMS001587,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,family_beach_trip,maintenance_issue,2,47.9,0.401,1220,2640,1.0,true,895,890,0.92,sample_seed_public_rate_shape,lobby_lounge_credit,130,49,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,145,102,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00327,case_00327,TKT000327,PMS000073,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,vip_guest,business_traveler,valet_or_parking_delay,3,56.53,0.465,4760,26700,0.356,false,710,695,0.92,sample_seed_public_rate_shape,,0,0,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,85,15,false,high,0.815,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,high_guest_relationship_value;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00328,case_00328,TKT000328,PMS000045,under_recovered,high_severity,Review upward variance between the matched synthetic action and context-engine recommendation.,new_guest,design_leisure,room_readiness_delay,5,71.03,0.551,1140,2190,0.158,false,660,695,0.92,sample_seed_public_rate_shape,room_upgrade,260,65,room_upgrade,room upgrade,360,90,29,234,100,25,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00329,case_00329,TKT000329,PMS000661,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,returning_guest,coastal_weekend,rooftop_pool_access_issue,1,37.85,0.328,5880,12610,0.573,false,765,685,0.92,sample_seed_public_rate_shape,manager_note,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,135,54,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00330,case_00330,TKT000330,PMS000992,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,business_traveler,valet_or_parking_delay,3,49.73,0.42,2600,4320,0.059,false,635,565,0.92,sample_seed_public_rate_shape,parking_fee_waiver,120,22,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,-35,-7,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00331,case_00331,TKT000331,PMS001589,under_recovered,high_severity,Review upward variance between the matched synthetic action and context-engine recommendation.,returning_guest,design_leisure,noise_disruption,4,61.66,0.588,1340,4340,0.494,false,745,760,0.92,sample_seed_public_rate_shape,lobby_lounge_credit,75,28,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,255,154,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_severity_issue;high_perceived_value_lower_estimated_cost
audit_00332,case_00332,TKT000332,PMS000830,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,family_beach_trip,f_and_b_service_lapse,1,37.5,0.352,630,850,0.217,false,675,705,0.92,sample_seed_public_rate_shape,rooftop_f_and_b_credit,180,72,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,-45,-18,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00333,case_00333,TKT000333,PMS000391,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,returning_guest,business_traveler,room_readiness_delay,4,68.74,0.622,1920,7380,1.0,true,890,855,0.92,sample_seed_public_rate_shape,late_checkout,115,23,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,65,49,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00334,case_00334,TKT000334,PMS000856,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,wellness_getaway,rooftop_pool_access_issue,3,55.21,0.464,2840,6790,0.85,true,835,810,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,high_perceived_value_lower_estimated_cost
audit_00335,case_00335,TKT000335,PMS000646,data_quality_hold,severity_inferred;no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,event_or_wedding,maintenance_issue,3,59.34,0.465,1860,5080,0.178,false,665,645,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,330,182,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00336,case_00336,TKT000336,PMS000176,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,design_leisure,housekeeping_miss,2,48.16,0.418,2520,4040,0.0,false,590,605,0.92,sample_seed_public_rate_shape,rooftop_f_and_b_credit,160,64,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,-10,-4,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00337,case_00337,TKT000337,PMS001324,under_recovered,high_severity,Review upward variance between the matched synthetic action and context-engine recommendation.,vip_guest,coastal_weekend,housekeeping_miss,4,75.55,0.616,2250,16310,0.711,false,800,765,0.92,sample_seed_public_rate_shape,amenity_gesture,55,25,future_stay_credit,future-stay credit,260,156,78,221,205,131,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_guest_relationship_value;hotel_responsible_failure;high_severity_issue;recoverable_before_checkout
audit_00338,case_00338,TKT000338,PMS001138,data_quality_hold,severity_inferred;no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,local_staycation,housekeeping_miss,3,56.38,0.513,660,920,0.909,true,850,805,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00339,case_00339,TKT000339,PMS001011,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,vip_guest,coastal_weekend,f_and_b_service_lapse,2,49.68,0.375,3320,25740,1.0,true,895,890,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,no_review_or_survey;no_comp_record,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00340,case_00340,TKT000340,PMS001562,data_quality_hold,severity_inferred;no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,design_leisure,housekeeping_miss,3,58.58,0.474,1640,2000,0.0,false,595,635,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,180,72,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00341,case_00341,TKT000341,PMS001067,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,design_leisure,rooftop_pool_access_issue,3,53.67,0.408,770,4900,0.613,false,775,770,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,no_comp_record,high_guest_relationship_value;high_perceived_value_lower_estimated_cost
audit_00342,case_00342,TKT000342,PMS000557,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,design_leisure,spa_wellness_service_issue,3,53.36,0.49,1300,2340,0.356,false,710,665,0.92,sample_seed_public_rate_shape,room_upgrade,245,61,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,30,90,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed;no_review_or_survey,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00343,case_00343,TKT000343,PMS000432,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,coastal_weekend,spa_wellness_service_issue,3,58.0,0.49,5040,13050,1.0,true,900,930,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,330,182,99,248,330,182,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00344,case_00344,TKT000344,PMS001403,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,event_or_wedding,rooftop_pool_access_issue,3,48.48,0.4,620,850,0.178,false,665,705,0.92,sample_seed_public_rate_shape,late_checkout,95,19,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,55,41,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00345,case_00345,TKT000345,PMS000437,under_recovered,,Review upward variance between the matched synthetic action and context-engine recommendation.,event_or_suite_guest,business_traveler,valet_or_parking_delay,3,61.55,0.611,5250,40830,0.534,false,755,655,0.92,sample_seed_public_rate_shape,parking_fee_waiver,120,22,future_stay_credit,future-stay credit,260,156,78,221,140,134,false,high,0.926,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,high_guest_relationship_value;recoverable_before_checkout;guest_value_changed_recovery
audit_00346,case_00346,TKT000346,PMS000447,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,design_leisure,room_assignment_expectation_gap,2,46.4,0.398,3600,5170,0.099,false,645,635,0.92,sample_seed_public_rate_shape,,0,0,room_upgrade,room upgrade,300,75,24,195,300,75,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00347,case_00347,TKT000347,PMS001549,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,family_beach_trip,rooftop_pool_access_issue,2,44.89,0.424,820,1476,0.613,false,775,770,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed;no_comp_record,high_perceived_value_lower_estimated_cost
audit_00348,case_00348,TKT000348,PMS000611,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,design_leisure,valet_or_parking_delay,3,48.64,0.374,2730,4460,0.534,false,755,715,0.92,sample_seed_public_rate_shape,parking_fee_waiver,100,18,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,-15,-3,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00349,case_00349,TKT000349,PMS001359,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,coastal_weekend,f_and_b_service_lapse,2,46.61,0.408,2320,3180,0.534,false,755,655,0.92,sample_seed_public_rate_shape,manager_note,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00350,case_00350,TKT000350,PMS000716,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,returning_guest,local_staycation,room_readiness_delay,2,47.74,0.359,2190,5970,0.336,false,705,760,0.92,sample_seed_public_rate_shape,rooftop_f_and_b_credit,185,74,room_upgrade,room upgrade,300,75,24,195,115,1,false,high,0.815,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;property_fit_changed_recovery
audit_00351,case_00351,TKT000351,PMS000737,under_recovered,high_severity,Review upward variance between the matched synthetic action and context-engine recommendation.,new_guest,coastal_weekend,room_readiness_delay,4,69.67,0.622,2720,3540,0.257,false,685,725,0.92,sample_seed_public_rate_shape,late_checkout,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,180,72,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;high_perceived_value_lower_estimated_cost;property_fit_changed_recovery
audit_00352,case_00352,TKT000352,PMS000365,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,wellness_getaway,maintenance_issue,2,48.14,0.393,2130,8280,0.415,false,725,735,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,151,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00353,case_00353,TKT000353,PMS000054,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,loyalty_guest,business_traveler,noise_disruption,2,42.36,0.381,1560,7090,1.0,true,885,830,0.92,sample_seed_public_rate_shape,amenity_gesture,75,34,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,200,117,false,moderate,0.667,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_guest_relationship_value;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00354,case_00354,TKT000354,PMS000311,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,loyalty_guest,local_staycation,rooftop_pool_access_issue,2,46.81,0.375,2920,13590,0.791,true,820,795,0.92,sample_seed_public_rate_shape,amenity_gesture,70,32,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,80,28,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_guest_relationship_value;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00355,case_00355,TKT000355,PMS000027,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,event_or_wedding,room_readiness_delay,4,66.3,0.622,610,780,0.85,true,835,785,0.92,sample_seed_public_rate_shape,partial_room_refund,475,475,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,-295,-403,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00356,case_00356,TKT000356,PMS001146,data_quality_hold,severity_inferred;no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,local_staycation,billing_or_fee_dispute,2,42.32,0.37,880,1780,1.0,true,925,875,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;no_review_or_survey;no_comp_record,high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery;property_fit_changed_recovery
audit_00357,case_00357,TKT000357,PMS001032,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,coastal_weekend,room_assignment_expectation_gap,4,62.83,0.605,590,860,1.0,true,915,905,0.92,sample_seed_public_rate_shape,partial_room_refund,475,475,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,-295,-403,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00358,case_00358,TKT000358,PMS000651,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,design_leisure,valet_or_parking_delay,2,46.0,0.337,1640,6590,1.0,true,935,870,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,high_guest_relationship_value;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00359,case_00359,TKT000359,PMS001553,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,coastal_weekend,housekeeping_miss,3,59.74,0.513,1460,6820,0.277,false,690,710,0.92,sample_seed_public_rate_shape,,0,0,future_stay_credit,future-stay credit,255,153,76,217,255,153,false,high,0.889,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout
audit_00360,case_00360,TKT000360,PMS001594,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,wellness_getaway,noise_disruption,3,47.65,0.47,1280,2304,0.83,true,830,785,0.92,sample_seed_public_rate_shape,lobby_lounge_credit,85,32,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,190,119,false,moderate,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00361,case_00361,TKT000361,PMS001373,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,wellness_getaway,noise_disruption,3,51.23,0.51,590,1280,0.0,false,530,625,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,151,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,high_perceived_value_lower_estimated_cost
audit_00362,case_00362,TKT000362,PMS000780,under_recovered,high_severity,Review upward variance between the matched synthetic action and context-engine recommendation.,returning_guest,design_leisure,room_readiness_delay,4,67.72,0.622,1300,3430,0.455,false,735,790,0.92,sample_seed_public_rate_shape,late_checkout,75,15,room_upgrade,room upgrade,360,90,29,234,285,75,false,high,0.926,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00363,case_00363,TKT000363,PMS001053,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,business_traveler,rooftop_pool_access_issue,3,48.64,0.36,870,1310,1.0,true,885,830,0.92,sample_seed_public_rate_shape,parking_fee_waiver,70,13,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,80,47,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00364,case_00364,TKT000364,PMS000086,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,vip_guest,wellness_getaway,room_readiness_delay,3,64.54,0.518,5180,37480,0.455,false,735,710,0.92,sample_seed_public_rate_shape,,0,0,room_upgrade,room upgrade,360,90,29,234,360,90,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00365,case_00365,TKT000365,PMS000357,data_quality_hold,no_historical_comp_record;high_severity,Resolve source matching or missing reference action before comparing policies.,returning_guest,design_leisure,room_readiness_delay,4,68.54,0.622,2070,6670,1.0,true,890,790,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,180,72,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery
audit_00366,case_00366,TKT000366,PMS001535,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,event_or_wedding,rooftop_pool_access_issue,2,43.73,0.375,640,740,0.593,true,770,835,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00367,case_00367,TKT000367,PMS001160,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,event_or_wedding,f_and_b_service_lapse,3,51.2,0.479,570,1020,0.119,false,650,640,0.92,sample_seed_public_rate_shape,late_checkout,90,18,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,60,42,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00368,case_00368,TKT000368,PMS001039,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,design_leisure,spa_wellness_service_issue,3,56.96,0.49,1540,3410,0.949,true,860,920,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,151,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;high_perceived_value_lower_estimated_cost
