sample_row_id,source_row_number,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,stay_nights,room_type_mismatch
booking_sample_0357,44458,City Hotel,1,97,2015,October,41,5,1,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,NULL,0,Transient,140,0,0,Canceled,2015-07-03,4,false
booking_sample_0358,44925,City Hotel,1,180,2015,October,42,16,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,0,Transient,70,0,0,Canceled,2015-08-31,1,false
booking_sample_0359,44963,City Hotel,1,102,2015,October,42,16,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,0,Transient-Party,101.5,0,0,Canceled,2015-07-06,2,false
booking_sample_0360,45175,City Hotel,1,67,2015,October,43,21,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,89.25,0,0,Canceled,2015-09-24,1,false
booking_sample_0361,45533,City Hotel,0,62,2015,November,45,1,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6,NULL,0,Transient,63.3,0,0,Check-Out,2015-11-05,4,false
booking_sample_0362,45676,City Hotel,0,140,2015,November,47,18,0,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,29,NULL,87,Transient-Party,65,0,0,Check-Out,2015-11-21,3,true
booking_sample_0363,45702,City Hotel,0,140,2015,November,47,18,0,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,29,NULL,87,Transient-Party,65,0,0,Check-Out,2015-11-21,3,false
booking_sample_0364,45717,City Hotel,0,76,2015,November,47,19,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,72.25,0,2,Check-Out,2015-11-22,3,false
booking_sample_0365,45768,City Hotel,1,89,2015,November,48,23,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,72.25,0,2,Canceled,2015-10-26,3,false
booking_sample_0366,45950,City Hotel,1,208,2015,December,49,1,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,72.25,0,1,Canceled,2015-05-12,3,false
booking_sample_0367,45989,City Hotel,1,134,2015,December,49,4,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,91,Transient,65,0,0,Canceled,2015-10-22,4,false
booking_sample_0368,46309,City Hotel,0,159,2015,December,53,29,0,4,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3,NULL,111,Transient-Party,70.5,0,0,Check-Out,2016-01-02,4,false
booking_sample_0369,46323,City Hotel,1,140,2015,December,53,29,0,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,0,Transient,70,0,0,Canceled,2015-10-19,5,false
booking_sample_0370,46808,City Hotel,0,151,2016,January,4,19,0,3,1,0,0,BB,SVN,Offline TA/TO,TA/TO,0,0,0,A,D,3,No Deposit,19,NULL,63,Transient-Party,71,0,0,Check-Out,2016-01-22,3,true
booking_sample_0371,46846,City Hotel,0,15,2016,January,4,21,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient-Party,86,1,1,Check-Out,2016-01-22,1,false
booking_sample_0372,46908,City Hotel,1,4,2016,January,5,25,3,5,1,0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,64.08,0,1,No-Show,2016-01-25,8,false
booking_sample_0373,46965,City Hotel,0,44,2016,January,5,29,2,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,74.82,0,1,Check-Out,2016-02-03,5,false
booking_sample_0374,46988,City Hotel,0,27,2016,February,6,1,1,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,98,1,1,Check-Out,2016-02-02,1,false
booking_sample_0375,47036,City Hotel,1,0,2016,February,6,5,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,12,0,0,Canceled,2016-02-05,1,false
booking_sample_0376,47054,City Hotel,1,32,2016,February,6,5,1,2,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,72.9,0,0,Canceled,2016-01-04,3,false
booking_sample_0377,47229,City Hotel,1,17,2016,February,7,13,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,95,0,2,Canceled,2016-02-11,1,false
booking_sample_0378,47459,City Hotel,0,50,2016,February,9,22,1,4,2,1,0,BB,FIN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7,NULL,0,Transient,69.57,0,2,Check-Out,2016-02-27,5,true
booking_sample_0379,47787,City Hotel,1,31,2016,March,10,3,6,16,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,98.93,0,1,No-Show,2016-03-03,22,false
booking_sample_0380,47790,City Hotel,1,21,2016,March,10,4,0,1,2,0,0,HB,SVN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,129,0,0,Canceled,2016-02-26,1,false
booking_sample_0381,47901,City Hotel,0,80,2016,March,11,8,0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,75.95,0,0,Check-Out,2016-03-12,4,false
booking_sample_0382,48081,City Hotel,1,35,2016,March,12,16,0,2,2,0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,116.1,0,0,Canceled,2016-03-11,2,false
booking_sample_0383,48208,City Hotel,1,101,2016,March,12,18,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,78.3,0,0,Canceled,2016-03-05,3,false
booking_sample_0384,48270,City Hotel,1,393,2016,March,12,19,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62.8,0,0,Canceled,2016-03-02,3,false
booking_sample_0385,48271,City Hotel,1,393,2016,March,12,19,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,70.53,0,0,Canceled,2016-03-14,3,false
booking_sample_0386,48279,City Hotel,1,94,2016,March,12,19,2,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,73.95,0,0,Canceled,2016-03-16,4,false
booking_sample_0387,48307,City Hotel,0,87,2016,March,13,20,2,2,2,0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,56.94,0,1,Check-Out,2016-03-24,4,false
booking_sample_0388,48326,City Hotel,0,105,2016,March,13,20,2,4,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,88.12,0,0,Check-Out,2016-03-26,6,false
booking_sample_0389,48867,City Hotel,1,37,2016,March,14,31,2,4,1,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,0,Canceled,2016-03-24,6,false
booking_sample_0390,49177,City Hotel,1,274,2016,April,15,7,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21,2,false
booking_sample_0391,49203,City Hotel,1,69,2016,April,15,7,0,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,137.7,0,0,Canceled,2016-01-29,3,false
booking_sample_0392,49231,City Hotel,1,78,2016,April,15,8,0,2,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,B,B,2,No Deposit,9,NULL,0,Transient,85.5,0,0,Canceled,2016-03-31,2,false
booking_sample_0393,49404,City Hotel,0,120,2016,April,16,12,0,4,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,80.75,0,1,Check-Out,2016-04-16,4,false
booking_sample_0394,49429,City Hotel,0,118,2016,April,16,13,0,4,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,90.95,0,1,Check-Out,2016-04-17,4,false
booking_sample_0395,49902,City Hotel,1,270,2016,April,17,20,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,NULL,187,Transient-Party,62.8,0,0,Canceled,2016-01-28,4,false
booking_sample_0396,49937,City Hotel,1,288,2016,April,17,21,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21,2,false
booking_sample_0397,50295,City Hotel,1,90,2016,April,18,28,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,NULL,0,Transient,127.8,0,1,Canceled,2016-04-23,2,true
booking_sample_0398,50326,City Hotel,1,51,2016,April,18,28,2,3,2,0,0,BB,GRC,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Transient-Party,116.1,0,0,Canceled,2016-03-09,5,false
booking_sample_0399,50340,City Hotel,1,443,2016,April,18,29,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,0,Transient,65,0,0,Canceled,2016-01-19,1,false
booking_sample_0400,50485,City Hotel,1,437,2016,May,19,2,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,2016-03-14,3,false
booking_sample_0401,50716,City Hotel,0,132,2016,May,19,6,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,105.3,0,1,Check-Out,2016-05-08,2,false
booking_sample_0402,50926,City Hotel,0,286,2016,May,20,11,0,4,2,0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30,NULL,176,Transient-Party,99,0,1,Check-Out,2016-05-15,4,false
booking_sample_0403,50949,City Hotel,1,309,2016,May,20,12,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21,2,false
booking_sample_0404,51000,City Hotel,1,24,2016,May,20,13,0,2,2,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,0,0,0,No-Show,2016-05-13,2,false
booking_sample_0405,51139,City Hotel,0,297,2016,May,20,14,1,1,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,236,Transient-Party,65,0,0,Check-Out,2016-05-16,2,false
booking_sample_0406,51277,City Hotel,1,98,2016,May,21,17,0,2,3,0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,NULL,0,Transient,168.3,0,0,Canceled,2016-05-14,2,false
booking_sample_0407,51428,City Hotel,1,84,2016,May,21,19,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,173,NULL,0,Transient,106.25,0,0,Canceled,2016-02-26,7,false
booking_sample_0408,51496,City Hotel,1,211,2016,May,21,20,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,111,Transient,100,0,0,Canceled,2016-03-18,2,false
booking_sample_0409,51512,City Hotel,1,211,2016,May,21,20,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,111,Transient,100,0,0,Canceled,2016-03-18,2,false
booking_sample_0410,51937,City Hotel,0,316,2016,May,22,26,0,3,2,0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30,NULL,0,Transient-Party,110,0,0,Check-Out,2016-05-29,3,false
booking_sample_0411,51947,City Hotel,0,316,2016,May,22,26,0,3,2,0,0,BB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30,NULL,0,Transient-Party,110,0,0,Check-Out,2016-05-29,3,false
booking_sample_0412,52207,City Hotel,1,330,2016,June,23,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21,2,false
booking_sample_0413,52301,City Hotel,1,110,2016,June,23,3,0,1,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,143.1,0,0,Canceled,2016-05-12,1,false
booking_sample_0414,52401,City Hotel,1,163,2016,June,24,5,2,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,171,NULL,0,Transient,100,0,0,Canceled,2016-01-26,4,false
booking_sample_0415,52526,City Hotel,1,56,2016,June,24,8,0,1,2,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,191,NULL,0,Transient-Party,120,0,0,Canceled,2016-06-02,1,false
booking_sample_0416,52592,City Hotel,1,12,2016,June,24,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,42,NULL,0,Transient,90,0,1,Canceled,2016-05-30,2,false
booking_sample_0417,52906,City Hotel,1,71,2016,June,25,14,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,120,0,0,Canceled,2016-04-27,3,false
booking_sample_0418,52973,City Hotel,1,93,2016,June,25,14,0,4,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,128.78,0,0,Canceled,2016-04-24,4,false
booking_sample_0419,53090,City Hotel,1,188,2016,June,25,15,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119,NULL,39,Transient,130,0,0,Canceled,2016-01-18,2,false
booking_sample_0420,53254,City Hotel,1,350,2016,June,25,17,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,NULL,0,Transient,130,0,0,Canceled,2015-08-11,2,false
booking_sample_0421,53260,City Hotel,1,245,2016,June,25,17,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12,NULL,0,Transient,75,0,0,Canceled,2016-02-09,2,false
booking_sample_0422,53341,City Hotel,1,91,2016,June,25,18,1,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,116.1,0,0,Canceled,2016-05-28,2,false
booking_sample_0423,53353,City Hotel,0,168,2016,June,25,18,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,116.55,0,2,Check-Out,2016-06-20,2,false
booking_sample_0424,53526,City Hotel,1,351,2016,June,26,23,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21,2,false
booking_sample_0425,53708,City Hotel,1,89,2016,June,27,27,1,5,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,143.7,0,0,Canceled,2016-03-31,6,false
booking_sample_0426,53743,City Hotel,1,136,2016,June,27,28,0,3,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,96.3,0,0,Canceled,2016-02-14,3,false
booking_sample_0427,54132,City Hotel,1,365,2016,July,28,7,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21,2,false
booking_sample_0428,54178,City Hotel,1,94,2016,July,28,7,2,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,146.7,0,0,Canceled,2016-04-07,5,false
booking_sample_0429,54259,City Hotel,0,194,2016,July,29,10,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,A,1,No Deposit,9,NULL,0,Transient-Party,81.82,0,1,Check-Out,2016-07-14,4,true
booking_sample_0430,54316,City Hotel,0,215,2016,July,29,12,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Transient-Party,91.13,1,1,Check-Out,2016-07-16,4,false
booking_sample_0431,54410,City Hotel,1,106,2016,July,29,15,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,94.5,0,0,Canceled,2016-04-06,1,false
booking_sample_0432,54634,City Hotel,1,379,2016,July,30,21,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21,2,false
booking_sample_0433,54658,City Hotel,1,101,2016,July,30,22,0,2,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,142.2,0,0,Canceled,2016-04-13,2,false
booking_sample_0434,54666,City Hotel,1,205,2016,July,30,22,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,90.95,0,0,Canceled,2016-02-15,5,false
booking_sample_0435,54704,City Hotel,1,172,2016,July,30,23,2,6,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,89.25,0,1,No-Show,2016-07-23,8,false
booking_sample_0436,54829,City Hotel,1,119,2016,July,31,27,0,3,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,121.5,0,0,Canceled,2016-05-06,3,false
booking_sample_0437,54974,City Hotel,1,37,2016,August,32,1,1,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135.9,0,0,Canceled,2016-07-03,4,false
booking_sample_0438,55324,City Hotel,1,76,2016,August,33,10,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NULL,0,Transient,122.4,0,1,Canceled,2016-07-24,4,false
booking_sample_0439,55426,City Hotel,1,14,2016,August,33,13,1,1,0,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7,NULL,0,Transient,0,0,1,Canceled,2016-07-30,2,false
booking_sample_0440,55475,City Hotel,1,165,2016,August,33,13,2,5,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,137.34,0,0,Canceled,2016-04-26,7,false
booking_sample_0441,55485,City Hotel,1,162,2016,August,34,14,2,1,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,146.7,0,0,Canceled,2016-07-30,3,false
booking_sample_0442,55493,City Hotel,1,94,2016,August,34,14,2,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,152.1,0,0,Canceled,2016-05-29,4,false
booking_sample_0443,55543,City Hotel,1,172,2016,August,34,15,1,5,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,90.67,0,0,Canceled,2016-03-18,6,false
booking_sample_0444,55587,City Hotel,1,39,2016,August,34,17,0,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,145.1,0,2,Canceled,2016-08-14,1,false
booking_sample_0445,55599,City Hotel,1,145,2016,August,34,17,0,2,2,1,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,NULL,NULL,0,Transient-Party,147,0,1,Canceled,2016-08-16,2,false
booking_sample_0446,55635,City Hotel,1,405,2016,August,34,18,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21,2,false
booking_sample_0447,56073,City Hotel,1,3,2016,August,36,28,2,1,2,0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NULL,0,Transient,159,0,0,Canceled,2016-08-26,3,false
booking_sample_0448,56122,City Hotel,1,42,2016,August,36,29,1,3,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,144.23,0,0,Canceled,2016-07-19,4,false
booking_sample_0449,56191,City Hotel,0,256,2016,August,36,31,0,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,90.95,0,0,Check-Out,2016-09-04,4,false
booking_sample_0450,56450,City Hotel,1,71,2016,September,37,6,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135.9,0,0,Canceled,2016-07-11,3,false
booking_sample_0451,56460,City Hotel,1,64,2016,September,37,6,1,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,136.8,0,0,Canceled,2016-07-13,6,false
booking_sample_0452,56473,City Hotel,1,249,2016,September,37,7,0,3,2,0,0,BB,EST,Online TA,TA/TO,0,0,0,A,A,6,No Deposit,9,NULL,0,Transient,126.9,0,1,Canceled,2016-01-29,3,false
booking_sample_0453,56519,City Hotel,1,426,2016,September,37,8,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21,2,false
booking_sample_0454,56542,City Hotel,1,433,2016,September,37,8,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NULL,0,Transient,70,0,0,Canceled,2015-10-20,3,false
booking_sample_0455,56598,City Hotel,1,178,2016,September,37,9,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,NULL,0,Transient,135,0,0,Canceled,2016-03-23,2,false
booking_sample_0456,56603,City Hotel,1,53,2016,September,37,9,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135.9,0,3,Canceled,2016-08-28,2,false
booking_sample_0457,56624,City Hotel,1,66,2016,September,37,9,0,2,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,168.3,0,0,Canceled,2016-08-08,2,false
booking_sample_0458,56630,City Hotel,1,198,2016,September,37,9,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,2016-03-15,3,false
booking_sample_0459,56697,City Hotel,1,32,2016,September,37,10,2,2,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,149.4,0,2,Canceled,2016-08-10,4,false
booking_sample_0460,56716,City Hotel,1,62,2016,September,38,11,2,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,135.9,0,0,Canceled,2016-07-25,3,false
booking_sample_0461,56749,City Hotel,1,80,2016,September,38,12,1,2,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,168.3,0,0,Canceled,2016-07-20,3,false
booking_sample_0462,56758,City Hotel,1,33,2016,September,38,12,1,4,2,0,0,BB,SAU,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,NULL,0,Transient,124.25,0,0,No-Show,2016-09-12,5,false
booking_sample_0463,56787,City Hotel,1,72,2016,September,38,14,0,2,3,0,0,SC,PRT,Corporate,Corporate,0,0,0,A,A,1,Non Refund,NULL,233,0,Transient,115,0,1,Canceled,2016-09-07,2,false
booking_sample_0464,56840,City Hotel,1,433,2016,September,38,15,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21,2,false
booking_sample_0465,56926,City Hotel,1,23,2016,September,38,15,0,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,159,0,2,Canceled,2016-09-08,3,false
booking_sample_0466,57185,City Hotel,1,125,2016,September,39,20,1,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,143.1,0,0,Canceled,2016-05-23,6,false
booking_sample_0467,57372,City Hotel,1,30,2016,September,39,24,2,2,2,2,0,BB,POL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,195.53,0,0,Canceled,2016-09-02,4,false
booking_sample_0468,57422,City Hotel,1,4,2016,September,40,26,1,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient-Party,98.1,0,0,Canceled,2016-09-23,2,false
booking_sample_0469,57450,City Hotel,1,53,2016,September,40,26,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,105,0,0,Canceled,2016-08-30,3,false
booking_sample_0470,57509,City Hotel,1,53,2016,September,40,26,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,105,0,0,Canceled,2016-08-30,3,false
booking_sample_0471,57561,City Hotel,1,203,2016,September,40,27,0,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,116.1,0,0,Canceled,2016-08-29,3,false
booking_sample_0472,57648,City Hotel,1,287,2016,September,40,29,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,106.2,0,2,Canceled,2016-02-14,3,false
booking_sample_0473,57664,City Hotel,1,287,2016,September,40,29,1,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,100.3,0,0,Canceled,2016-02-14,4,false
booking_sample_0474,58122,City Hotel,1,77,2016,October,41,6,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,132.3,0,1,Canceled,2016-09-28,3,false
booking_sample_0475,58229,City Hotel,1,110,2016,October,42,9,1,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,234,NULL,0,Transient-Party,120,0,0,No-Show,2016-10-09,1,false
booking_sample_0476,58234,City Hotel,1,104,2016,October,42,9,1,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,1,Canceled,2016-10-08,1,false
booking_sample_0477,58241,City Hotel,1,104,2016,October,42,9,1,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,1,Canceled,2016-10-08,1,false
