service_ticket_id,pms_reservation_id,crm_guest_id,guest_lookup_key,room_number_proxy,opened_timestamp,closed_timestamp,department_raw,issue_code_raw,severity_raw,reported_in_stay,guest_notes_text,ticket_status,source_loaded_at
TKT000408,PMS000958,,guest_key_00958,437,2026-08-13T09:38:00,2026-08-13T08:13:00,housekeeping,linen/turndown,3,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,manager_review,2026-08-13
TKT000409,PMS000900,CRM000900,,354,2026-01-11T14:59:00,2026-01-11T08:15:00,engineering,room equipment,5,false,Guest experienced a room maintenance problem requiring staff response.,closed,2026-01-12
TKT000410,,,guest_key_00058,318,2026-11-19T21:01:00,2026-11-19T08:09:00,front_desk,late room,2,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-11-20
TKT000411,PMS001524,CRM001524,guest_key_01524,,2026-09-06T22:39:00,2026-09-06T08:46:00,rooms,rooftop issue,3,true,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-09-09
TKT000412,PMS000310,,guest_key_00310,381,2026-02-06T13:51:00,2026-02-06T08:31:00,housekeeping,restaurant issue,3,true,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-02-08
TKT000413,PMS001177,CRM001177,guest_key_01177,446,2026-01-20T09:54:00,2026-01-20T08:49:00,housekeeping,rooftop issue,1,true,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-01-22
TKT000414,,CRM000510,,338,2026-06-01T14:22:00,2026-06-01T08:14:00,food_beverage,upgrade expectation,3,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,closed,2026-06-02
TKT000415,PMS000118,CRM000118,guest_key_00118,333,2026-06-27T19:56:00,2026-06-27T08:53:00,housekeeping,street noise,3,false,Guest reported disrupted rest and expected a more serene stay.,closed,2026-06-27
TKT000416,PMS001254,,guest_key_01254,474,2026-08-20T15:28:00,2026-08-20T08:26:00,rooms,late room,2,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,open,2026-08-21
TKT000417,,,guest_key_00906,351,2026-08-20T11:20:00,2026-08-20T08:52:00,engineering,arrival valet,1,true,Guest experienced valet or parking delay at a high-friction arrival or departure moment.,closed,2026-08-22
TKT000418,PMS000848,,guest_key_00848,388,2026-07-13T19:54:00,2026-07-13T08:37:00,engineering,room clean issue,2,false,Guest reported a housekeeping miss that made the room feel below luxury standard.,open,2026-07-16
TKT000419,PMS001074,,guest_key_01074,,2026-05-22T12:19:00,2026-05-22T08:37:00,rooms,linen/turndown,4,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-05-22
TKT000420,PMS001486,CRM001486,guest_key_01486,357,2026-03-07T10:15:00,2026-03-07T08:00:00,rooms,arrival delay,2,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-03-09
TKT000421,PMS001381,,guest_key_01381,435,2026-02-25T15:31:00,2026-02-25T08:06:00,front_desk,arrival delay,2,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-02-27
TKT000422,PMS000352,CRM000352,guest_key_00352,371,2026-02-21T13:19:00,2026-02-21T08:11:00,rooms,sleep disruption,3,true,Guest reported disrupted rest and expected a more serene stay.,closed,2026-02-21
TKT000423,PMS001226,CRM001226,guest_key_01226,336,2027-01-02T16:36:00,2027-01-02T08:34:00,front_desk,linen/turndown,3,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2027-01-02
TKT000424,,CRM001526,guest_key_01526,347,2026-01-22T10:32:00,2026-01-22T08:41:00,valet,view issue,3,true,Guest expected a more desirable room configuration and felt the assignment missed the occasion.,manager_review,2026-01-22
TKT000425,PMS000434,CRM000434,guest_key_00434,417,2026-06-28T08:29:00,2026-06-28T08:29:00,engineering,hk miss,,false,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-06-28
TKT000426,,,guest_key_00696,409,2026-03-08T19:54:00,2026-03-08T08:43:00,valet,order problem,3,true,Guest had a dining or service lapse during an on-property food and beverage experience.,closed,2026-03-09
TKT000427,PMS001571,CRM001571,guest_key_01571,,2026-06-07T20:29:00,2026-06-07T08:48:00,housekeeping,room_not_ready,4,true,Guest waited past arrival time and felt the welcome experience did not match the rate.,closed,2026-06-10
TKT000428,PMS001031,CRM001031,,319,2026-08-10T16:40:00,2026-08-10T08:27:00,rooms,street noise,3,true,Guest reported disrupted rest and expected a more serene stay.,closed,2026-08-10
TKT000429,PMS000052,CRM000052,guest_key_00052,384,2026-09-29T20:00:00,2026-09-29T08:06:00,rooms,cabana issue,2,true,Guest expected a signature rooftop/pool experience but encountered access friction.,closed,2026-10-02
TKT000430,PMS001173,CRM001173,guest_key_01173,475,2026-04-20T08:08:00,2026-04-20T08:51:00,rooms,housekeeping,3,true,Guest reported a housekeeping miss that made the room feel below luxury standard.,closed,2026-04-23
